Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,180,Male,1,Sales Executive,Single,48500,0,12,1,4,4,3,1,2,Involuntary,Poor list reduce reality.
35,No,Travel_Rarely,Research & Development,12,2,Medical,181,Female,2,Sales Representative,Married,28090,4,23,1,10,2,8,0,0,Resignation,Finally build do analysis beyond heavy.
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,182,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,Unk,
34,Yes,Travel_Frequently,Sales,17,1,Marketing,183,Male,1,Research Director,Divorced,20010,9,22,1,11,5,3,0,2,Unk,
42,No,Travel_Frequently,Research & Development,2,4,Medical,184,Female,1,Research Scientist,Married,29770,4,15,3,8,3,2,2,0,Unk,
36,No,Non-Travel,Research & Development,3,4,Medical,185,Male,1,Research Scientist,Single,40250,1,11,0,10,3,10,9,7,Unk,
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,186,Female,2,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2,Unk,
48,No,Travel_Rarely,Research & Development,6,3,Medical,187,Male,1,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7,Unk,
55,No,Travel_Rarely,Research & Development,1,3,Medical,188,Female,1,Sales Executive,Single,120310,3,11,0,37,5,10,7,7,Voluntary,Store common between real.
41,No,Non-Travel,Research & Development,3,2,Life Sciences,189,Female,2,Research Scientist,Single,99360,7,17,1,16,2,14,1,10,Retirement,View ever record ahead.
35,No,Travel_Rarely,Research & Development,22,3,Medical,190,Female,1,Sales Representative,Married,29660,9,18,0,15,2,11,6,9,Unk,
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,191,Female,2,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13,Unk,
39,No,Travel_Frequently,Research & Development,12,1,Medical,192,Male,1,Research Scientist,Married,99910,1,16,1,8,3,8,0,7,Unk,
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,193,Male,3,Research Director,Single,61420,4,13,2,10,2,6,0,5,Involuntary,Some others lot miss land similar.
42,No,Travel_Rarely,Research & Development,5,3,Medical,194,Male,3,Sales Executive,Married,53900,1,14,0,10,3,10,5,8,Involuntary,Outside sing song relationship action teach.
45,No,Travel_Rarely,Research & Development,2,1,Medical,195,Female,4,Sales Executive,Married,44040,0,23,0,9,2,8,3,7,Unk,
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,196,Female,2,Laboratory Technician,Divorced,59930,0,12,0,8,3,7,1,0,Resignation,Song remember visit finish edge difficult down.
29,No,Travel_Rarely,Research & Development,5,3,Medical,197,Male,1,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2,Unk,
33,No,Travel_Rarely,Research & Development,16,3,Medical,198,Female,1,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5,Unk,
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,199,Female,1,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1,Resignation,Interesting final piece follow.
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,200,Male,1,Sales Executive,Single,34680,1,18,2,0,4,0,0,0,Unk,
40,No,Non-Travel,Research & Development,1,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1,Resignation,Sport enter think order determine.
41,No,Non-Travel,Research & Development,23,3,Life Sciences,202,Male,2,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7,Unk,
26,No,Travel_Rarely,Research & Development,9,4,Medical,203,Male,3,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0,Voluntary,Expect grow back list letter.
35,No,Travel_Rarely,Research & Development,16,4,Medical,204,Male,2,Human Resources,Single,95260,1,15,0,5,2,5,0,3,Unk,
34,No,Travel_Rarely,Research & Development,26,3,Medical,205,Male,1,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7,Retirement,Experience room top and including compare.
26,Yes,Travel_Rarely,Sales,1,3,Marketing,206,Female,2,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0,Involuntary,Realize work series fact weight contain.
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,207,Male,1,Sales Executive,Single,41930,4,16,1,12,5,6,1,2,Unk,
46,No,Travel_Frequently,Research & Development,4,1,Medical,208,Male,5,Human Resources,Married,29110,5,13,0,28,3,2,1,2,Retirement,Despite budget compare international little.
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,209,Male,1,Research Director,Married,26610,7,14,1,22,2,18,11,8,Unk,
37,No,Non-Travel,Research & Development,7,2,Medical,210,Male,1,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7,Unk,
52,No,Travel_Rarely,Sales,2,1,Medical,211,Male,1,Laboratory Technician,Divorced,99800,NA,11,1,18,2,10,6,9,Unk,
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,212,Female,2,Research Director,Married,32980,8,22,0,6,4,4,1,2,Unk,
24,No,Travel_Frequently,Sales,22,3,Life Sciences,213,Female,1,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1,Retirement,Official growth onto speech after truth.
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,214,Female,1,Research Scientist,Married,154270,3,16,1,18,2,1,0,0,Unk,
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,215,Female,5,Research Scientist,Married,39440,6,11,2,8,3,6,4,3,Voluntary,Air act watch affect save positive among.
49,No,Travel_Rarely,Sales,21,1,Life Sciences,216,Male,1,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9,Retirement,Cold dinner seat property a hear.
24,No,Travel_Rarely,Sales,1,3,Marketing,217,Female,1,Sales Executive,Married,34070,1,15,2,6,2,6,1,4,Unk,
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,218,Female,4,Sales Executive,Married,119940,1,14,1,6,6,5,1,4,Unk,
24,No,Travel_Rarely,Sales,7,3,Medical,219,Female,1,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0,Unk,
50,No,Travel_Frequently,Sales,2,2,Marketing,220,Male,1,Sales Executive,Married,29600,1,14,3,32,2,32,10,7,Unk,
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,221,Male,1,Research Scientist,Married,190940,1,16,0,7,3,7,0,6,Involuntary,Best room cell task majority budget.
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,222,Male,2,Research Scientist,Married,39190,1,21,0,6,3,6,1,2,Unk,
30,Yes,Travel_Frequently,Research & Development,9,3,Other,223,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,Unk,
34,No,Travel_Rarely,Sales,6,2,Life Sciences,224,Male,4,Research Director,Married,102480,1,12,1,6,4,6,1,3,Retirement,Late least forward bill realize camera.
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,225,Female,1,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2,Unk,
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,226,Female,5,Sales Executive,Single,24960,4,17,3,9,3,3,0,2,Resignation,Window stuff western interesting.
31,No,Travel_Rarely,Sales,1,3,Marketing,227,Female,2,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7,Voluntary,Particular same detail note.
27,No,Travel_Rarely,Sales,22,4,Medical,228,Male,1,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3,Unk,
37,No,Travel_Rarely,Sales,9,4,Marketing,229,Female,2,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0,Unk,
20,No,Travel_Rarely,Research & Development,17,4,Medical,230,Female,1,Sales Representative,Single,22930,1,13,2,1,3,1,0,0,Unk,
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,231,Female,2,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2,Unk,
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,232,Female,2,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0,Involuntary,Once simple the decade.
38,No,Travel_Rarely,Human Resources,2,4,Medical,233,Male,1,Human Resources,Single,20140,3,17,1,8,5,0,0,0,Voluntary,Second focus stay scientist.
43,No,Travel_Frequently,Sales,4,3,Medical,234,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,Unk,
48,No,Travel_Rarely,Research & Development,8,1,Medical,235,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,Involuntary,Decide group difference decide.
44,No,Travel_Rarely,Sales,29,4,Marketing,236,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,Unk,
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,237,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,Retirement,Bar serious exist pretty.
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,238,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,Involuntary,Let political issue.
21,No,Travel_Rarely,Sales,16,2,Life Sciences,239,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,Unk,
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,240,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,Involuntary,Rule film know if eat hear.
22,No,Travel_Rarely,Research & Development,2,2,Medical,241,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,Resignation,Term southern major ever care.
33,No,Travel_Rarely,Sales,13,4,Marketing,242,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,Voluntary,Rest such husband through his customer no look.
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,243,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,Retirement,Let former service.
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,244,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,Resignation,Far happy light already.
53,No,Travel_Rarely,Research & Development,24,3,Other,245,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,Involuntary,Edge cold language. Once bring quality hot.
34,No,Travel_Rarely,Research & Development,1,5,Medical,246,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,Unk,
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,247,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,Voluntary,My teach piece need school fight rock.
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,248,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,Voluntary,Five carry couple goal western.
37,No,Travel_Rarely,Research & Development,4,3,Medical,249,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,Resignation,Herself others song center word almost without.
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,250,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,Unk,
35,No,Travel_Rarely,Research & Development,10,5,Medical,251,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,Unk,
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,252,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,Unk,
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,253,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,Unk,
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,254,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,Unk,
27,No,Travel_Rarely,Sales,9,3,Marketing,255,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,Unk,
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,256,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,Unk,
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,257,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,Involuntary,Central baby moment benefit do.
35,No,Non-Travel,Research & Development,2,1,Medical,258,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,Involuntary,Scientist believe edge imagine push bit fast.
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,259,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,Retirement,Factor doctor edge police.
25,No,Travel_Rarely,Research & Development,11,3,Medical,260,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,Retirement,Concern expect add skill.
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,261,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,Unk,
29,No,Travel_Frequently,Sales,2,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,Involuntary,Matter man skill produce poor.
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,263,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,Unk,
27,No,Travel_Frequently,Sales,4,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,Voluntary,Size manager receive decide attention play plant.
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,265,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,Unk,
50,No,Travel_Rarely,Sales,5,3,Medical,266,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,Unk,
34,No,Travel_Rarely,Research & Development,18,1,Medical,267,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,Involuntary,Name social full approach. Position want win.
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,268,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,Involuntary,Training civil attention exist matter water.
39,No,Travel_Rarely,Research & Development,12,5,Medical,269,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,Voluntary,Public ask American affect market order.
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,270,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,Resignation,Arrive its during organization about.
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,271,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,Unk,
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,272,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,Involuntary,Usually section evening with cup left.
27,No,Travel_Rarely,Research & Development,10,3,Medical,273,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,Involuntary,Business draw with hear dream eat.
32,No,Travel_Rarely,Sales,1,3,Medical,274,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,Unk,
47,No,Travel_Rarely,Research & Development,2,3,Medical,275,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,Unk,
40,No,Travel_Frequently,Research & Development,3,4,Medical,276,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,Unk,
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,277,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,Resignation,Tax herself interview maybe control.
41,No,Travel_Rarely,Sales,6,3,Medical,278,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,Involuntary,Message firm social daughter third ready.
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,279,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,Involuntary,Any after despite suddenly decade.
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,Unk,
41,No,Travel_Rarely,Research & Development,3,3,Medical,281,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,Unk,
50,No,Travel_Rarely,Sales,9,3,Life Sciences,282,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,Resignation,Finally feeling often some.
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,283,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,Voluntary,Provide late phone school score sound growth.
36,No,Non-Travel,Research & Development,10,4,Technical Degree,284,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,Unk,
38,No,Travel_Rarely,Research & Development,1,3,Medical,285,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,Unk,
44,No,Non-Travel,Research & Development,8,2,Life Sciences,286,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,Retirement,Year color woman become year scene very.
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,287,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,Unk,
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,288,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,Unk,
29,No,Travel_Rarely,Research & Development,1,2,Medical,289,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,Unk,
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,290,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,Voluntary,Walk call activity onto seven about.
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,291,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,Unk,
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,292,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,Voluntary,Save east phone arrive floor maybe.
23,No,Travel_Rarely,Sales,13,3,Marketing,293,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,Unk,
39,No,Travel_Rarely,Sales,2,4,Marketing,294,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,Resignation,Young risk quality natural foreign claim.
56,No,Travel_Rarely,Research & Development,2,4,Medical,295,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,Resignation,Recent agent choose dark hard eye.
40,No,Travel_Rarely,Sales,9,3,Marketing,296,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,Involuntary,Fast glass machine compare after check.
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,297,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,Retirement,Everyone chair white situation result.
29,No,Travel_Rarely,Sales,20,3,Marketing,298,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,Retirement,Board star job song. Hundred believe heavy.
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,299,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,Voluntary,Child write help growth home.
35,No,Non-Travel,Research & Development,5,1,Medical,300,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,Voluntary,Great like sea behind stock drop debate such.
32,No,Travel_Frequently,Sales,4,4,Life Sciences,301,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,Unk,
38,No,Travel_Rarely,Sales,10,3,Medical,302,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,Unk,
34,No,Travel_Rarely,Research & Development,20,3,Medical,303,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,Voluntary,Until reason late off training situation.
52,No,Travel_Rarely,Sales,21,5,Technical Degree,304,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,Unk,
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,305,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,Retirement,Along black change charge particular conference.
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,306,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,Unk,
45,No,Travel_Rarely,Sales,2,3,Life Sciences,307,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,Retirement,Half glass sport. Oil arm middle play lose such.
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,308,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,Unk,
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,309,Male,1,Research Director,Single,27740,4,13,1,NA,2,5,1,3,Unk,
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,310,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,Resignation,Democrat home space past sense serious.
